ibge,anomes,bpc_ben,bpc_pcd_ben,bpc_idoso_ben,bpc_pcd_val,bpc_idoso_val,bpc_val
320115,202505,157,138,19,211008.63,28842,239850.63
320120,202505,5066,2890,2176,4396404.88,3309303.04,7705707.92
320130,202505,11275,5284,5991,8040524.25,9115786.66,17156310.91
320140,202505,698,486,212,739299.87,323340.73,1062640.60
320150,202505,2962,1773,1189,2696152.76,1812517.34,4508670.10
320160,202505,892,433,459,661879.4,698291.44,1360170.84
320170,202505,144,118,26,179131.8,39468.43,218600.23
320180,202505,75,45,30,68311.44,45540,113851.44
320190,202505,335,216,119,329417.46,180646.3,510063.76
320200,202505,101,85,16,129036.59,24288.7,153325.29
320210,202505,1118,640,478,973078.26,727129.19,1700207.45
320220,202505,349,140,209,212534.16,317263.5,529797.66
320225,202505,135,114,21,173057.28,34914.88,207972.16
320230,202505,978,628,350,953370.52,532830.36,1486200.88
320240,202505,4641,2182,2459,3318553.49,3741924.83,7060478.32
320245,202505,640,449,191,686175.42,292985.74,979161.16
320250,202505,264,150,114,229232.09,173057.18,402289.27
320255,202505,191,144,47,218599.73,71346.71,289946.44
320260,202505,371,204,167,309692.83,253522.78,563215.61
320265,202505,169,138,31,209498.5,47058.35,256556.85
320270,202505,205,157,48,238331.76,72865.87,311197.63
320280,202505,2045,1280,765,1946174.39,1165844.37,3112018.76
320290,202505,101,77,24,116887.83,36432,153319.83
320300,202505,807,586,221,889596.2,336998.47,1226594.67
320305,202505,1068,686,382,1041396.99,584440.96,1625837.95
320310,202505,242,178,64,270220.39,97153.46,367373.85
320313,202505,419,195,224,297545.31,340036.24,637581.55
320316,202505,128,98,30,148767.87,45540.7,194308.57
320320,202505,4415,2251,2164,3426299.45,3294097.5,6720396.95
320330,202505,414,308,106,469065.89,160909,629974.89
320332,202505,1151,751,400,1141636.2,610261.17,1751897.37
320334,202505,325,191,134,291468.43,203416.6,494885.03
320335,202505,218,153,65,232267.97,98674.25,330942.22
320340,202505,743,551,192,836484.35,291465,1127949.35
320350,202505,1364,653,711,991335.63,1080854.81,2072190.44
320360,202505,232,128,104,194309.93,159390,353699.93
320370,202505,322,236,86,358257.6,130548.89,488806.49
320380,202505,417,307,110,466042.21,166980.89,633023.10
320390,202505,1466,919,547,1396631.36,831880.67,2228512.03
320400,202505,427,305,122,463018.74,186717.67,649736.41
320405,202505,1325,602,723,913883.56,1100565.66,2014449.22
320410,202505,1211,633,578,962462.56,880465.78,1842928.34
320420,202505,861,444,417,674039.09,633029.86,1307068.95
320425,202505,303,171,132,259586.49,201895.7,461482.19
320430,202505,604,379,225,575346.21,341558.95,916905.16
320435,202505,292,212,80,321820.3,122958.96,444779.26
320440,202505,285,174,111,264141.97,170024.27,434166.24
320450,202505,175,104,71,157876.33,107779.98,265656.31
320455,202505,332,255,77,387099.72,118406.22,505505.94
320460,202505,421,268,153,406833.58,233774.48,640608.06
320465,202505,175,125,50,191280.19,75902.25,267182.44
320470,202505,1025,671,354,1020159.82,541939.12,1562098.94
320480,202505,377,263,114,399257.34,173054.14,572311.48
320490,202505,4425,2345,2080,3569049.51,3171187.04,6740236.55
320495,202505,191,118,73,179128.27,110814.64,289942.91
320500,202505,14894,8007,6887,12179851.82,10483515.81,22663367.63
320501,202505,748,430,318,652792.29,482746.78,1135539.07
320503,202505,434,318,116,484252.87,176089.01,660341.88
320506,202505,371,262,109,400760.63,166981.71,567742.34
320510,202505,1928,978,950,1484700.37,1443650.92,2928351.29
320515,202505,124,96,28,147248.22,42504,189752.22
320517,202505,299,222,77,338526.17,116889.1,455415.27
320520,202505,11394,5293,6101,8047486.62,9290307.9,17337794.52
320530,202505,11487,6073,5414,9238946.04,8235260.75,17474206.79
330010,202505,5143,2648,2495,4027539.39,3799607.64,7827147.03
330015,202505,300,145,155,220117.89,235291.36,455409.25
330020,202505,5846,2359,3487,3588732.24,5305472.23,8894204.47
330022,202505,329,160,169,242905.92,258068.43,500974.35
330023,202505,1354,438,916,664916.5,1395057.68,2059974.18
330025,202505,1306,382,924,581418.44,1407074.39,1988492.83
330030,202505,2574,1585,989,2409237.86,1505877.84,3915115.70
330040,202505,3724,1984,1740,3013426.92,2651998.76,5665425.68
330045,202505,15157,5956,9201,9056981.43,14026551.76,23083533.19
330050,202505,1206,721,485,1099070.69,737753.04,1836823.73
330060,202505,1715,1037,678,1574289.51,1032262.88,2606552.39
330070,202505,7041,2743,4298,4171711.43,6539634.73,10711346.16
330080,202505,2143,972,1171,1477095.98,1780633.53,3257729.51
330090,202505,453,281,172,426581.06,261099.06,687680.12
330093,202505,300,136,164,206461.9,248956.52,455418.42
330095,202505,126,67,59,101720.49,89566.74,191287.23
330100,202505,15842,8383,7459,12745988.87,11350288.76,24096277.63
330110,202505,628,328,300,497923.54,455408.76,953332.30
330115,202505,640,335,305,508550.24,464514.38,973064.62
330120,202505,563,311,252,472112.28,385575.67,857687.95
330130,202505,2099,774,1325,1178038.98,2011386.48,3189425.46
330140,202505,960,510,450,774201.77,683104.56,1457306.33
330150,202505,705,443,262,674024.28,400758.79,1074783.07
330160,202505,179,121,58,183689.91,88044.73,271734.64
330170,202505,35068,14683,20385,22335751.68,31026839.24,53362590.92
330180,202505,355,206,149,312716.2,226182,538898.2
330185,202505,1779,828,951,1256989.45,1445155.17,2702144.62
330187,202505,1137,410,727,622416.33,1103602.48,1726018.81
330190,202505,8870,3789,5081,5768768.86,7746495.42,13515264.28
330200,202505,5696,2293,3403,3485542.88,5176453.3,8661996.18
330205,202505,623,360,263,546504.7,400759.15,947263.85
330210,202505,1116,669,447,1018615.5,680070.39,1698685.89
330220,202505,3846,2354,1492,3575108.88,2267930.46,5843039.34
330225,202505,828,441,387,672501.55,588987.03,1261488.58
330227,202505,2886,1217,1669,1850575.69,2541186.34,4391762.03
330230,202505,249,136,113,206457.19,173053.29,379510.48
330240,202505,6684,3341,3343,5073478.59,5083860.65,10157339.24
330245,202505,223,116,107,176095.34,162428.03,338523.37
330250,202505,9180,4599,4581,6989277.03,6966212.36,13955489.39
330260,202505,1148,415,733,629999.07,1114221.59,1744220.66
330270,202505,5869,2048,3821,3112101.27,5815586.7,8927687.97
330280,202505,595,354,241,537421.95,365870.08,903292.03
330285,202505,7647,2955,4692,4495118.48,7146872.85,11641991.33
330290,202505,1055,391,664,593573.51,1009480.92,1603054.43
330300,202505,971,588,383,894322.94,581401.79,1475724.73
330310,202505,603,370,233,561690.64,355222.94,916913.58
330320,202505,9736,3421,6315,5204038.71,9618220.73,14822259.44
330330,202505,13053,5090,7963,7740699.08,12110762.16,19851461.24
330340,202505,3913,2185,1728,3324575.89,2630723.13,5955299.02
330350,202505,27532,11356,16176,17266937.43,24624009.37,41890946.80
330360,202505,2013,999,1014,1519602.88,1542303.13,3061906.01
330370,202505,1184,669,515,1015604.26,783303.84,1798908.10
330380,202505,1620,753,867,1143123.33,1323713.01,2466836.34
330385,202505,899,448,451,681606.61,689178.69,1370785.30
330390,202505,9096,4942,4154,7514645.23,6325621.71,13840266.94
330395,202505,620,407,213,622428.56,324861.6,947290.16
330400,202505,877,465,412,707420.21,628455.6,1335875.81
330410,202505,694,516,178,783328.05,270210.64,1053538.69
330411,202505,517,289,228,438718.31,346105.32,784823.63
330412,202505,299,161,138,244412.71,209486.74,453899.45
330414,202505,7616,3206,4410,4873103.21,6711167.38,11584270.59
330415,202505,876,407,469,617849.29,714984.88,1332834.17
330420,202505,3246,1697,1549,2577669.67,2357479.65,4935149.32
330430,202505,2315,1032,1283,1568165.34,1956728.22,3524893.56
330440,202505,588,312,276,475160.16,418971.01,894131.17
330450,202505,180,88,92,133591.45,139656.87,273248.32
330452,202505,3898,1600,2298,2428917.97,3494463.11,5923381.08
330455,202505,184567,76707,107860,116625957.05,164197742.99,280823700.04
330460,202505,327,165,162,250478.24,245916.4,496394.64
330470,202505,1753,996,757,1511984.98,1149146.94,2661131.92
330475,202505,3294,1249,2045,1897567.67,3111931.41,5009499.08
330480,202505,1013,594,419,903256.71,639084.82,1542341.53
330490,202505,24220,8320,15900,12653633.73,24207884.28,36861518.01
330500,202505,1583,738,845,1120332.19,1285759.3,2406091.49
330510,202505,15311,6130,9181,9321138.81,13977922.39,23299061.20
330513,202505,161,94,67,142694.74,101706,244400.74
330515,202505,791,390,401,593559.35,608724.39,1202283.74
330520,202505,3554,1405,2149,2134438,3269839.72,5404277.72
330530,202505,228,135,93,204938.11,141174.7,346112.81
330540,202505,503,272,231,414445.96,355237.95,769683.91
330550,202505,3777,1396,2381,2123775.03,3623507.53,5747282.56
330555,202505,2161,828,1333,1258465.59,2029582.86,3288048.45
330560,202505,1013,433,580,660359.59,885009.18,1545368.77
330570,202505,463,326,137,496397.6,207966,704363.6
330575,202505,1328,553,775,839509.99,1179520.53,2019030.52
330580,202505,5013,2829,2184,4300732.03,3321422.84,7622154.87
330590,202505,282,165,117,251997.41,177608.79,429606.20
330600,202505,2059,1257,802,1909768.69,1226560.17,3136328.86
330610,202505,2045,1079,966,1641034.57,1467919.66,3108954.23
330615,202505,304,249,55,379512.03,86527.43,466039.46
330620,202505,1146,545,601,827359.69,915370.84,1742730.53
330630,202505,6623,3891,2732,5917529.61,4159376.99,10076906.60
350010,202505,714,477,237,727165.17,362803.28,1089968.45
350020,202505,82,36,46,56167.66,69830.47,125998.13
350030,202505,748,426,322,648234.33,488804.71,1137039.04
350040,202505,126,52,74,80458.29,115369.54,195827.83
350050,202505,500,233,267,356739.76,409861.34,766601.10
350055,202505,193,80,113,121446.77,171534.21,292980.98
350060,202505,89,54,35,81977.88,53131.36,135109.24
350070,202505,951,535,416,812186.71,631501.76,1443688.47
350075,202505,108,65,43,98674.83,65274.73,163949.56
350080,202505,89,46,43,69832.12,65276.41,135108.53
350090,202505,74,41,33,62243.25,50094,112337.25
350100,202505,353,228,125,346114.31,189751.51,535865.82
350110,202505,50,35,15,53133.3,22770,75903.3
350115,202505,245,127,118,192801.92,179124.93,371926.85
350120,202505,140,92,48,141179.38,72864.32,214043.70
350130,202505,554,259,295,393194.93,449343.16,842538.09
350140,202505,58,35,23,53133.82,34914.6,88048.42
350150,202505,92,61,31,92606.36,48576.77,141183.13
350160,202505,3118,1356,1762,2064561.15,2683838.01,4748399.16
350170,202505,563,343,220,520708.97,333967.9,854676.87
350180,202505,186,105,81,160914.89,122960.82,283875.71
350190,202505,1205,683,522,1036843.49,795436.09,1832279.58
350200,202505,66,30,36,45544.52,54648.62,100193.14
350210,202505,1679,889,790,1349569.71,1202272.67,2551842.38
350220,202505,731,579,152,880477.11,232257.57,1112734.68
350230,202505,95,63,32,95638.58,48576.9,144215.48
350240,202505,78,51,27,77421.7,40986.2,118407.9
350250,202505,1295,556,739,844049.96,1126370.47,1970420.43
350260,202505,124,89,35,135110.63,53131.67,188242.30
350270,202505,1164,772,392,1171920.88,596578.58,1768499.46
350275,202505,289,147,142,223168.3,218602.82,441771.12
350280,202505,5288,2549,2739,3884748.57,4173023.76,8057772.33
350290,202505,644,291,353,441751.36,535859.12,977610.48
350300,202505,66,39,27,60724,40986,101710
350310,202505,108,60,48,91082.37,72865.31,163947.68
350315,202505,36,24,12,36432,18216,54648
350320,202505,4174,2043,2131,3112059.47,3248545.57,6360605.04
350330,202505,2956,1713,1243,2603431.94,1894472.54,4497904.48
350335,202505,36,22,14,33396.7,21252.1,54648.8
350340,202505,158,66,92,101709.08,139659.86,241368.94
350350,202505,103,53,50,80454.91,75900,156354.91
350360,202505,144,104,40,157880.56,60720.96,218601.52
350370,202505,100,56,44,85011.86,66792.79,151804.65
350380,202505,1142,554,588,842553.25,894120.68,1736673.93
350390,202505,2579,1096,1483,1665324.32,2252749.61,3918073.93
350395,202505,26,15,11,22771.87,16698.09,39469.96
350400,202505,2142,1028,1114,1562083.07,1697129.71,3259212.78
350410,202505,4059,1676,2383,2550332.57,3626526.38,6176858.95
350420,202505,383,221,162,335490.6,245918.18,581408.78
350430,202505,129,64,65,97157.16,98675.82,195832.98
350440,202505,177,133,44,201907.83,66793.05,268700.88
350450,202505,2181,1214,967,1844449.28,1475501.07,3319950.35
350460,202505,505,194,311,294515.84,475145.71,769661.55
350470,202505,24,15,9,22770.17,13662,36432.17
350480,202505,243,126,117,191278.29,177608.04,368886.33
350490,202505,287,136,151,206458.37,229219.21,435677.58
350500,202505,77,26,51,39468.2,77418,116886.2
350510,202505,173,94,79,142699.43,119922.78,262622.21
350520,202505,575,328,247,499465.21,376473.55,875938.76
350530,202505,644,338,306,517669.52,466034.76,983704.28
350535,202505,126,90,36,136624.78,56166.36,192791.14
350540,202505,330,175,155,267186.63,235301.7,502488.33
350550,202505,3389,1953,1436,2975406.52,2182891.78,5158298.30
350560,202505,728,511,217,777259.59,329411.14,1106670.73
350570,202505,6060,2685,3375,4077562.1,5133921.38,9211483.48
350580,202505,475,251,224,381037.75,341555.71,722593.46
350590,202505,1309,712,597,1080867.71,912486.02,1993353.73
350600,202505,8051,3710,4341,5638230.21,6604895.53,12243125.74
350610,202505,1800,1011,789,1534760.45,1200745.53,2735505.98
350620,202505,26,15,11,22770,16698,39468
350630,202505,295,157,138,238333.17,211004.67,449337.84
350635,202505,2025,949,1076,1445209.03,1642498.6,3087707.63
350640,202505,155,111,44,168502.69,66794.69,235297.38
350650,202505,2424,1601,823,2435025.07,1252362.15,3687387.22
350660,202505,1028,427,601,648210.65,918401.05,1566611.70
350670,202505,313,170,143,258076.28,218592.1,476668.38
350680,202505,299,176,123,267188.18,186715.65,453903.83
350690,202505,229,116,113,176098,171539.07,347637.07
350700,202505,1482,809,673,1229652.99,1023142.57,2252795.56
350710,202505,577,216,361,329422.2,549522.52,878944.72
350715,202505,84,55,29,83493.55,44022,127515.55
350720,202505,9,6,3,9108.3,4554.98,13663.28
350730,202505,57,41,16,62242.62,24288.4,86531.02
350740,202505,310,183,127,277810.62,192789.17,470599.79
350745,202505,50,26,24,39471.06,36434.05,75905.11
350750,202505,3371,2001,1370,3042227.04,2082720.54,5124947.58
350760,202505,4819,2067,2752,3142380.93,4183637.6,7326018.53
350770,202505,72,44,28,66794,42504,109298
350775,202505,123,94,29,142713.29,44024.14,186737.43
350780,202505,586,293,293,446321.69,449335.56,895657.25
350790,202505,425,191,234,289950.93,355216.1,645167.03
350800,202505,673,403,270,611767.83,409862.6,1021630.43
350810,202505,617,449,168,684661.34,255024.54,939685.88
350820,202505,106,67,39,101711.01,59202.48,160913.49
350830,202505,92,51,41,77420.79,62238,139658.79
350840,202505,1081,461,620,702870.87,945860.93,1648731.80
350850,202505,2167,1159,1008,1762467.75,1536226.66,3298694.41
350860,202505,995,534,461,810667.06,699816.97,1510484.03
350870,202505,570,400,170,607222.11,259578.94,866801.05
350880,202505,341,171,170,261112.52,261100.36,522212.88
350890,202505,46,28,18,42507.09,27324.55,69831.64
350900,202505,2020,791,1229,1202313.44,1876278.13,3078591.57
350910,202505,10,6,4,10627.25,6072,16699.25
350920,202505,1070,526,544,800012.5,828830.58,1628843.08
350925,202505,1455,742,713,1127940.9,1083877.28,2211818.18
350930,202505,180,102,78,154846.55,119923.61,274770.16
350940,202505,961,538,423,819771.3,642131.7,1461903.0
350945,202505,169,125,44,189756.16,66793.3,256549.46
350950,202505,26493,13463,13030,20493650.85,19832802.28,40326453.13
350960,202505,2567,1106,1461,1680521.51,2217826.95,3898348.46
350970,202505,1375,629,746,956225.13,1136999.36,2093224.49
350980,202505,155,101,54,153323.1,81972.73,235295.83
350990,202505,454,186,268,285392.83,406827.43,692220.26
350995,202505,59,26,33,39469.54,50097.16,89566.70
351000,202505,689,411,278,623942.9,422015.78,1045958.68
351010,202505,65,43,22,65277.24,34914.26,100191.50
351015,202505,66,42,24,63759.85,36432.8,100192.65
351020,202505,1949,1200,749,1824714.72,1140028.25,2964742.97
351030,202505,427,236,191,358255.91,292974,651229.91
351040,202505,1388,839,549,1275186.4,837943.18,2113129.58
351050,202505,4884,2255,2629,3429330.22,4004532.97,7433863.19
351060,202505,7838,3061,4777,4662005.99,7265217.69,11927223.68
351070,202505,480,304,176,463016.88,268691.38,731708.26
351080,202505,1090,833,257,1267623.05,390132.73,1657755.78
351090,202505,56,27,29,40989.23,44022.49,85011.72
351100,202505,502,264,238,400789.27,361297.46,762086.73
351110,202505,2590,1266,1324,1924880.74,2017431.3,3942312.04
351120,202505,71,36,35,54651.56,53130,107781.56
351130,202505,209,76,133,115374.68,203414.55,318789.23
351140,202505,410,242,168,368894.79,255026.88,623921.67
351150,202505,635,304,331,461495.33,502466.5,963961.83
351160,202505,438,230,208,350671.36,315745.16,666416.52
351170,202505,327,201,126,306646.37,191268.29,497914.66
351190,202505,122,81,41,122959.26,62238,185197.26
351200,202505,404,259,145,393186.02,221633.97,614819.99
351210,202505,167,92,75,139666.41,113852.36,253518.77
351220,202505,752,440,312,667954.42,475137.01,1143091.43
351230,202505,388,234,154,356745.96,235292.98,592038.94
351240,202505,296,151,145,229229.55,220111.81,449341.36
351250,202505,129,94,35,144229.48,53131.56,197361.04
351260,202505,165,118,47,180648.86,72864,253512.86
351270,202505,60,28,32,42506.01,50094.92,92600.93
