ibge,anomes,bpc_ben,bpc_pcd_ben,bpc_idoso_ben,bpc_pcd_val,bpc_idoso_val,bpc_val
313080,202505,50,27,23,40986,34914,75900
313090,202505,824,573,251,869829.99,381018,1250847.99
313100,202505,270,100,170,153321.67,259579.02,412900.69
313110,202505,211,136,75,206455.86,113851.43,320307.29
313115,202505,352,217,135,329418.1,204930.13,534348.23
313120,202505,1178,733,445,1114245.02,677033.32,1791278.34
313130,202505,7559,4507,3052,6855611.79,4649675.62,11505287.41
313140,202505,165,113,52,173067.02,78937.27,252004.29
313150,202505,324,247,77,374954.69,118404.36,493359.05
313160,202505,249,187,62,283884.35,94117.94,378002.29
313170,202505,1748,1145,603,1742728.01,916874.59,2659602.60
313180,202505,484,340,144,516129.75,218594.31,734724.06
313190,202505,946,533,413,810648.05,628453.49,1439101.54
313200,202505,49,39,10,59202.78,15180.98,74383.76
313210,202505,983,842,141,1282850.6,214059.23,1496909.83
313220,202505,399,245,154,371910.4,235290,607200.4
313230,202505,375,306,69,464520.18,104742,569262.18
313240,202505,2771,1439,1332,2192065.56,2026532.48,4218598.04
313250,202505,1407,1092,315,1657710.36,481209.7,2138920.06
313260,202505,130,74,56,112335.9,85008,197343.9
313270,202505,1052,684,368,1039986.11,563193.58,1603179.69
313280,202505,49,39,10,59203.46,15180,74383.46
313290,202505,314,259,55,393174.46,83490,476664.46
313300,202505,401,210,191,318786.61,292974.6,611761.21
313310,202505,321,149,172,226185.75,262615.28,488801.03
313320,202505,441,342,99,522206.58,150283.24,672489.82
313330,202505,1458,951,507,1444109.96,769649.75,2213759.71
313340,202505,397,296,101,449347.18,153320.79,602667.97
313350,202505,481,295,186,447819.12,285385.31,733204.43
313360,202505,253,122,131,185207.29,198859.98,384067.27
313370,202505,288,121,167,185201.46,253507.16,438708.62
313375,202505,381,254,127,385583.45,194304.64,579888.09
313380,202505,1526,835,691,1272115.42,1055013.05,2327128.47
313390,202505,62,53,9,80454.6,13662,94116.6
313400,202505,454,337,117,513109.63,177606.75,690716.38
313410,202505,116,77,39,116892.34,59203.46,176095.80
313420,202505,5796,3717,2079,5651707.83,3168078.25,8819786.08
313430,202505,125,74,51,112334.6,78936,191270.6
313440,202505,1629,1191,438,1808032.88,666410.77,2474443.65
313450,202505,101,45,56,68310,85008.98,153318.98
313460,202505,485,231,254,350673.26,385577.88,736251.14
313470,202505,611,347,264,526767.43,405314,932081.43
313480,202505,180,142,38,215560.95,57684,273244.95
313490,202505,701,342,359,520711.14,546488.84,1067199.98
313500,202505,39,24,15,36435.34,22770,59205.34
313505,202505,1373,1041,332,1583344.56,503981.51,2087326.07
313507,202505,146,109,37,165468.12,56166.11,221634.23
313510,202505,3711,2321,1390,3529637.96,2113077.02,5642714.98
313520,202505,4053,3102,951,4709023.97,1443629.07,6152653.04
313530,202505,55,32,23,48579.15,34915.11,83494.26
313535,202505,163,140,23,212527.4,34914.6,247442.0
313540,202505,74,52,22,78938.9,33396,112334.9
313545,202505,125,113,12,173054.79,18216,191270.79
313550,202505,280,247,33,374951.16,50094,425045.16
313560,202505,406,206,200,312721.23,303604.04,616325.27
313570,202505,128,49,79,74382.1,119922,194304.1
313580,202505,1510,956,554,1452787.16,842498.9,2295286.06
313590,202505,77,59,18,89567.84,27324.7,116892.54
313600,202505,868,568,300,866794.22,458437.92,1325232.14
313610,202505,78,63,15,95638.36,22770,118408.36
313620,202505,1857,950,907,1449723.95,1379865.4,2829589.35
313630,202505,2073,1617,456,2459290.45,693731.13,3153021.58
313640,202505,127,76,51,115370.12,77418,192788.12
313650,202505,315,181,134,276277.96,203413.2,479691.16
313652,202505,62,58,4,88045.7,6072,94117.7
313655,202505,128,91,37,138138.98,56166.24,194305.22
313657,202505,64,59,5,91082.1,7590,98672.1
313660,202505,188,124,64,188236.32,97152.54,285388.86
313665,202505,922,430,492,652775.35,746862.83,1399638.18
313670,202505,14961,10822,4139,16452982.23,6305825.44,22758807.67
313680,202505,76,59,17,89566.25,25806,115372.25
313690,202505,180,128,52,194305.2,78936,273241.2
313695,202505,117,95,22,144212.23,33396,177608.23
313700,202505,481,385,96,584441,145728.28,730169.28
313710,202505,130,92,38,139660.88,57684.9,197345.78
313720,202505,1435,722,713,1097563.49,1088413.63,2185977.12
313730,202505,78,56,22,85014.39,33396,118410.39
313740,202505,186,138,48,209486.74,72864.12,282350.86
313750,202505,468,340,128,516151.77,194306.17,710457.94
313753,202505,277,223,54,338534.17,81972.1,420506.27
313760,202505,1726,718,1008,1093007.05,1534714.51,2627721.56
313770,202505,560,411,149,625462.72,227710.63,853173.35
313780,202505,1083,645,438,983694.58,664886.97,1648581.55
313790,202505,45,42,3,63756,4554,68310
313800,202505,216,152,64,230756.86,97154.92,327911.78
313810,202505,123,70,53,107780.86,80454.37,188235.23
313820,202505,1745,881,864,1340444.11,1317627.9,2658072.01
313830,202505,78,47,31,71350.13,47059.91,118410.04
313835,202505,88,77,11,116887.59,16698,133585.59
313840,202505,2173,1433,740,2181447.86,1126361.25,3307809.11
313850,202505,261,134,127,203415.26,192786.5,396201.76
313860,202505,647,485,162,737771.27,245916.64,983687.91
313862,202505,189,133,56,201898.41,85008,286906.41
313865,202505,247,182,65,277798.07,98670.07,376468.14
313867,202505,80,70,10,106262.71,15180,121442.71
313868,202505,90,65,25,98671.36,37950,136621.36
313870,202505,119,65,54,98672.33,81972,180644.33
313880,202505,505,323,182,496398.15,277794.82,774192.97
313890,202505,388,222,166,337000.1,251990.4,588990.5
313900,202505,1017,573,444,874408.59,673997.45,1548406.04
313910,202505,165,110,55,166981.7,83490.69,250472.39
313920,202505,780,552,228,837951.44,347622.66,1185574.10
313925,202505,43,36,7,54648.13,10626,65274.13
313930,202505,1107,872,235,1323795.49,358254.26,1682049.75
313940,202505,2710,1755,955,2667214.53,1449700.5,4116915.03
313950,202505,1097,712,385,1080859.11,587471.36,1668330.47
313960,202505,1753,1042,711,1587863.89,1079306.17,2667170.06
313970,202505,245,145,100,220110.93,151801.13,371912.06
313980,202505,295,188,107,286914.45,165463.07,452377.52
313990,202505,406,231,175,352181.73,267168.48,619350.21
314000,202505,1126,745,381,1132467.04,578359.9,1710826.94
314010,202505,162,117,45,177611.87,68310,245921.87
314015,202505,154,75,79,115372.61,119923.5,235296.11
314020,202505,71,47,24,71349.17,36432.17,107781.34
314030,202505,94,58,36,88050.36,54648.59,142698.95
314040,202505,62,30,32,45540.37,48576,94116.37
314050,202505,320,177,143,268701.39,218592,487293.39
314053,202505,126,97,29,147250.33,44022,191272.33
314055,202505,390,273,117,415943.85,180644,596587.85
314060,202505,114,104,10,157878.14,15180,173058.14
314070,202505,1170,613,557,932099.07,848569.73,1780668.80
314080,202505,265,159,106,242891.48,162427.5,405318.98
314085,202505,232,177,55,268689.84,83490,352179.84
314090,202505,588,462,126,701338.51,192787.38,894125.89
314100,202505,642,502,140,765098.06,212528.01,977626.07
314110,202505,926,412,514,625439.11,781778.15,1407217.26
314120,202505,88,57,31,86527.75,47058.68,133586.43
314130,202505,38,29,9,44022.6,13662,57684.6
314140,202505,1879,1265,614,1921594.66,935095.69,2856690.35
314150,202505,231,160,71,242883.98,107778,350661.98
314160,202505,336,263,73,399240.22,112332,511572.22
314170,202505,117,92,25,139661.05,37950,177611.05
314180,202505,934,821,113,1247849.02,171536.05,1419385.07
314190,202505,95,63,32,95637.86,48576,144213.86
314200,202505,647,469,178,711981.97,270212.69,982194.66
314210,202505,282,225,57,341559.37,86526.4,428085.77
314220,202505,377,275,102,417462.1,154836.5,572298.6
314225,202505,58,41,17,62241.29,25806.48,88047.77
314230,202505,161,63,98,95635.39,148764,244399.39
314240,202505,226,155,71,236826.88,107783.02,344609.90
314250,202505,58,37,21,56169.26,31878,88047.26
314260,202505,229,131,98,200380.8,150282.9,350663.7
314270,202505,466,393,73,598124.72,110814,708938.72
314280,202505,856,490,366,745301.88,557111.63,1302413.51
314290,202505,668,536,132,815177.68,201894.72,1017072.40
314300,202505,341,263,78,399245.39,118404,517649.39
314310,202505,1529,1106,423,1680480.33,645150.81,2325631.14
314315,202505,48,42,6,63757.41,9108,72865.41
314320,202505,680,491,189,745359.1,289943.25,1035302.35
314330,202505,15115,7906,7209,12019951.5,10982769.51,23002721.01
314340,202505,826,391,435,593555.81,660330.8,1253886.61
314345,202505,91,64,27,97152,40986,138138
314350,202505,186,123,63,186716.75,95634.46,282351.21
314360,202505,80,56,24,85012.27,36433.06,121445.33
314370,202505,75,52,23,78936,34914,113850
314380,202505,183,102,81,154836.51,122958,277794.51
314390,202505,4500,3061,1439,4649821.04,2188963.92,6838784.96
314400,202505,838,627,211,951817.57,321817.66,1273635.23
314410,202505,695,484,211,736258.41,321818.09,1058076.50
314420,202505,35,30,5,45541.94,7590,53131.94
314430,202505,2824,1236,1588,1877821.35,2416665.94,4294487.29
314435,202505,213,141,72,215563.28,109296,324859.28
314437,202505,90,79,11,119931.13,16698.78,136629.91
314440,202505,122,78,44,118406.66,66792.1,185198.76
314450,202505,207,135,72,204937.74,109296,314233.74
314460,202505,652,350,302,532842.51,458440.35,991282.86
314465,202505,170,120,50,182162.99,75900,258062.99
314467,202505,92,78,14,118405.38,21252,139657.38
314470,202505,548,294,254,446299.05,387094.04,833393.09
314480,202505,1368,649,719,986735.37,1091448.3,2078183.67
314490,202505,38,19,19,28843.16,28842,57685.16
314500,202505,325,227,98,344612.37,148768.07,493380.44
314505,202505,134,94,40,142696.73,62238,204934.73
314510,202505,273,226,47,343073.68,71346,414419.68
314520,202505,1851,992,859,1508959.66,1308524.82,2817484.48
314530,202505,958,772,186,1174567.54,283871.28,1458438.82
314535,202505,253,177,76,270205.29,115368,385573.29
314537,202505,97,69,28,104742.46,42504,147246.46
314540,202505,34,24,10,36433.43,15180,51613.43
314545,202505,100,70,30,106262.28,45540,151802.28
314550,202505,109,62,47,95639.19,71346.77,166985.96
314560,202505,995,529,466,807610.67,710429.2,1518039.87
314570,202505,23,18,5,27325.58,7590,34915.58
314580,202505,12,6,6,9108.81,9108.5,18217.31
314585,202505,47,38,9,57686.77,13662.9,71349.67
314587,202505,93,81,12,124478.98,18216,142694.98
314590,202505,729,484,245,737772.24,373429.19,1111201.43
314600,202505,1238,835,403,1270627.47,614797.8,1885425.27
314610,202505,1220,647,573,982175.33,874374.62,1856549.95
314620,202505,116,103,13,156362.82,19735.07,176097.89
314625,202505,98,79,19,119925.33,28842,148767.33
314630,202505,1180,733,447,1114275.05,680079.71,1794354.76
314640,202505,80,48,32,72866.11,48576.4,121442.51
314650,202505,185,117,68,177608.15,103224,280832.15
314655,202505,83,62,21,94117.29,31878,125995.29
314660,202505,28,24,4,36433.49,6072,42505.49
314670,202505,250,196,54,297544.33,81974.41,379518.74
314675,202505,261,184,77,279314.65,118404.03,397718.68
314690,202505,659,377,282,572338.41,428102.31,1000440.72
314700,202505,2597,1475,1122,2243493.47,1710188.42,3953681.89
314710,202505,2211,1189,1022,1809505.19,1557470.95,3366976.14
314720,202505,491,278,213,422016.82,324854.25,746871.07
314730,202505,629,336,293,511578.4,446293.86,957872.26
314740,202505,945,430,515,654276.26,784813.79,1439090.05
314750,202505,46,34,12,51612.89,18216,69828.89
314760,202505,424,177,247,268693.45,374946.68,643640.13
314770,202505,105,70,35,106261.29,53130.4,159391.69
314780,202505,15,8,7,12144,10626,22770
314790,202505,2978,1967,1011,2990565.56,1540773.17,4531338.73
314795,202505,118,100,18,151801.11,27324.69,179125.80
314800,202505,3445,2145,1300,3259293.64,1977958.33,5237251.97
314810,202505,1955,1244,711,1893005.41,1082335.4,2975340.81
314820,202505,155,107,48,162431.43,72864.33,235295.76
314830,202505,280,245,35,371922.74,54648,426570.74
314840,202505,116,78,38,118404.61,57684,176088.61
314850,202505,479,248,231,376623.15,350659.66,727282.81
314860,202505,641,512,129,777223.92,197340.08,974564.00
314870,202505,2056,1273,783,1934001.43,1190124.64,3124126.07
314875,202505,68,65,3,98671.85,4554,103225.85
314880,202505,58,47,11,71346,16698,88044
314890,202505,64,37,27,56166.82,40986.15,97152.97
314900,202505,41,32,9,48579.49,13662,62241.49
314910,202505,260,175,85,267170.85,129030,396200.85
314915,202505,172,144,28,218601.06,42504.16,261105.22
314920,202505,95,61,34,92600.47,51612.39,144212.86
314930,202505,1293,625,668,950296.04,1017064.62,1967360.66
314940,202505,26,22,4,33396.68,6072,39468.68
314950,202505,30,22,8,33396.98,12144,45540.98
314960,202505,43,28,15,42505.39,22771.5,65276.89
314970,202505,234,112,122,170023.19,185199.87,355223.06
314980,202505,395,267,128,405318.52,195822.43,601140.95
314990,202505,512,280,232,425053.59,353695.1,778748.69
314995,202505,202,116,86,176092.22,130548,306640.22
315000,202505,129,101,28,153324.65,42504.7,195829.35
315010,202505,45,34,11,51612.9,16698,68310.9
315015,202505,212,176,36,267172.51,54648.28,321820.79
315020,202505,57,52,5,78942.19,7590,86532.19
315030,202505,147,109,38,165462,57684,223146
315040,202505,117,72,45,109296.16,68310,177606.16
315050,202505,239,161,78,244398.4,118404,362802.4
315053,202505,79,61,18,92598,27324,119922
315057,202505,167,129,38,195824.29,57684,253508.29
315060,202505,80,60,20,91080.84,30360,121440.84
315070,202505,143,93,50,141189.74,75902.34,217092.08
315080,202505,432,349,83,531313.43,125995.11,657308.54
315090,202505,143,81,62,122960.86,94116,217076.86
315100,202505,131,71,60,107783.04,92598.6,200381.64
315110,202505,345,183,162,277804.39,245916,523720.39
315120,202505,2279,1074,1205,1630398.26,1842884.79,3473283.05
315130,202505,344,264,80,400776.4,121442.09,522218.49
315140,202505,624,356,268,541952.17,409865.1,951817.27
315150,202505,1160,608,552,922986.77,837939.26,1760926.03
315160,202505,217,128,89,194327.16,135109.31,329436.47
315170,202505,288,198,90,300572.67,136620,437192.67
315180,202505,3828,1736,2092,2638374.8,3184778.9,5823153.7
315190,202505,356,225,131,341561.66,200377.48,541939.14
315200,202505,1492,979,513,1490763,778750.36,2269513.36
315210,202505,2306,1523,783,2316533.79,1193150.2,3509683.99
315213,202505,28,19,9,28843.74,13662,42505.74
315217,202505,111,103,8,156364.16,12144,168508.16
315220,202505,1940,1427,513,2169314.47,780258.16,2949572.63
315230,202505,275,217,58,329411.34,88044,417455.34
315240,202505,516,372,144,564710.83,220115.03,784825.86
315250,202505,3237,1645,1592,2503278.7,2422738.52,4926017.22
315260,202505,165,91,74,139656,112332,251988
315270,202505,181,127,54,194305.15,81972,276277.15
315280,202505,795,549,246,834946.98,376471.8,1211418.78
315290,202505,224,150,74,227706.88,112332.51,340039.39
315300,202505,105,82,23,124479.54,36432.4,160911.94
315310,202505,104,94,10,145728.4,15180.4,160908.8
315320,202505,168,112,56,170021.44,85008.1,255029.54
315330,202505,68,55,13,83490,19734,103224
315340,202505,425,324,101,491844.76,154837.77,646682.53
315350,202505,224,149,75,226187.14,113851.88,340039.02
315360,202505,149,77,72,116888.1,109296,226184.1
315370,202505,66,42,24,63759.36,36432,100191.36
315380,202505,10,7,3,10626.3,4554,15180.3
315390,202505,93,36,57,56166.34,86527.48,142693.82
315400,202505,1154,886,268,1344992.53,409864.2,1754856.73
315410,202505,388,244,144,370411.24,218596.98,589008.22
315415,202505,98,75,23,113854.8,34914.01,148768.81
315420,202505,233,173,60,264137.33,91080,355217.33
315430,202505,697,409,288,620873.31,437185.71,1058059.02
315440,202505,116,82,34,124479.31,51612,176091.31
315445,202505,320,273,47,414431.44,71346.45,485777.89
315450,202505,201,149,52,226183.6,78936.6,305120.2
315460,202505,6425,3211,3214,4888305.72,4900187.03,9788492.75
315470,202505,72,34,38,51613.16,57684.93,109298.09
315480,202505,122,45,77,68313.76,116888.25,185202.01
315490,202505,702,498,204,759042.21,309676.6,1068718.81
315500,202505,37,30,7,45542.62,10626,56168.62
315510,202505,244,186,58,282352.66,88044,370396.66
315520,202505,85,71,14,107778.34,21252,129030.34
315530,202505,44,29,15,44022.12,22770.9,66793.02
315540,202505,339,240,99,364333.55,150283.28,514616.83
315550,202505,211,173,38,264382.97,57684.6,322067.57
315560,202505,849,685,164,1039855.57,250474.55,1290330.12
315570,202505,347,177,170,268697.78,258064.95,526762.73
315580,202505,863,623,240,945764.23,365842.45,1311606.68
315590,202505,246,118,128,179126.27,194306.23,373432.50
315600,202505,417,327,90,496420.85,136625.3,633046.15
315610,202505,129,65,64,98670,97152,195822
315620,202505,61,45,16,68314.94,24289.6,92604.54
315630,202505,185,145,40,220116.62,60720,280836.62
315640,202505,59,40,19,60722.18,28842,89564.18
315645,202505,68,51,17,77420.45,25806.25,103226.70
315650,202505,190,146,44,221631.65,66792.64,288424.29
315660,202505,514,295,219,447825.57,333966.04,781791.61
315670,202505,3003,1411,1592,2143529.88,2419729.44,4563259.32
315680,202505,631,463,168,702862.22,255027.57,957889.79
315690,202505,831,562,269,854667.64,408344.8,1263012.44
315700,202505,2436,1338,1098,2032686.17,1678942.31,3711628.48
315710,202505,442,194,248,294500.3,377983.55,672483.85
315720,202505,620,381,239,578383.34,362808.49,941191.83
315725,202505,241,195,46,296013.5,71346,367359.5
315727,202505,228,182,46,277817.83,69830.27,347648.10
315730,202505,71,63,8,95636.03,12144,107780.03
315733,202505,119,68,51,103227.66,77418.95,180646.61
315737,202505,63,51,12,77420.05,18216,95636.05
315740,202505,50,41,9,63757.55,13662,77419.55
315750,202505,219,156,63,236810.76,95634,332444.76
315760,202505,80,67,13,101707.32,21252,122959.32
315765,202505,193,130,63,197351.05,95637.96,292989.01
315770,202505,262,184,78,280853.37,119923.68,400777.05
315780,202505,5116,2643,2473,4022883.9,3776803.29,7799687.19
315790,202505,318,259,59,393175.31,91082.31,484257.62
315800,202505,325,217,108,329420.42,165462,494882.42
315810,202505,93,59,34,89563.03,51612,141175.03
315820,202505,895,698,197,1059611.86,299049.15,1358661.01
315830,202505,137,99,38,150287.33,57684.79,207972.12
315840,202505,110,80,30,121440.6,45540,166980.6
315850,202505,207,131,76,198866.26,116886.85,315753.11
315860,202505,34,15,19,22770,28842,51612
315870,202505,44,36,8,54649.2,12144,66793.2
315880,202505,112,79,33,119922.77,51612.6,171535.37
315890,202505,158,114,44,173057.82,66792.78,239850.60
315895,202505,454,326,128,494891.49,194306.39,689197.88
315900,202505,106,49,57,74383.13,86526.12,160909.25
315910,202505,58,33,25,50094,37950,88044
315920,202505,197,131,66,198862.59,101706,300568.59
315930,202505,81,38,43,57687.55,65274.6,122962.15
315935,202505,175,139,36,212528.16,54648,267176.16
315940,202505,114,81,33,122958.6,50094,173052.6
315950,202505,60,47,13,71348.14,19734.28,91082.42
315960,202505,707,343,364,520691.57,557109.44,1077801.01
315970,202505,46,40,6,60722.12,9108,69830.12
315980,202505,774,446,328,677060.29,499430.54,1176490.83
315990,202505,303,185,118,280836.21,179125.4,459961.61
316000,202505,63,43,20,65275.87,30360,95635.87
316010,202505,125,110,15,166989.12,22770.9,189760.02
316020,202505,91,81,10,122958,15180,138138
316030,202505,414,275,139,417470.88,211008.06,628478.94
316040,202505,664,306,358,466041.29,544964,1011005.29
316045,202505,66,61,5,92598.02,7590,100188.02
316050,202505,25,17,8,25806.1,12144,37950.1
316060,202505,110,77,33,116887.34,51612.6,168499.94
316070,202505,1615,1140,475,1732113.19,725610.6,2457723.79
316080,202505,105,75,30,113985.19,45540,159525.19
316090,202505,45,19,26,28843.6,39468,68311.6
316095,202505,107,95,12,144214.89,18216.85,162431.74
316100,202505,422,251,171,384063.65,262614,646677.65
316105,202505,85,63,22,95636.28,33396,129032.28
316110,202505,2154,1675,479,2545768.5,727132.85,3272901.35
316120,202505,82,60,22,91081.16,34914,125995.16
316130,202505,67,49,18,74386.34,27324,101710.34
316140,202505,39,28,11,42504.9,16698,59202.9
316150,202505,213,165,48,253528.59,72864.84,326393.43
316160,202505,112,78,34,118406.77,51612.6,170019.37
316165,202505,65,47,18,71347.66,27324,98671.66
316170,202505,211,137,74,207969.18,112332,320301.18
316180,202505,260,115,145,174572.15,220113.84,394685.99
316190,202505,187,127,60,192790.62,91080,283870.62
316200,202505,833,493,340,749929.88,519160.81,1269090.69
316210,202505,877,621,256,944494,388611.48,1333105.48
316220,202505,143,91,52,138142.46,78936.57,217079.03
316225,202505,33,23,10,34916.3,15180,50096.3
316230,202505,33,21,12,31879.36,18216,50095.36
316240,202505,823,667,156,1017097.82,236812.21,1253910.03
316245,202505,197,181,16,274774.61,24289.14,299063.75
316250,202505,1993,1314,679,1997757.65,1033760.8,3031518.45
316255,202505,186,146,40,221631.66,60720.5,282352.16
316257,202505,211,121,90,185196.86,136620.88,321817.74
316260,202505,252,167,85,253513.18,130550.85,384064.03
316265,202505,27,26,1,39471.44,1518,40989.44
316270,202505,811,587,224,891091.39,341556.4,1232647.79
316280,202505,710,488,222,743835.14,338515.41,1082350.55
316290,202505,1249,941,308,1433131.14,469078.22,1902209.36
316292,202505,670,306,364,464526.86,557109.75,1021636.61
316294,202505,132,88,44,133590.23,66792,200382.23
316295,202505,535,267,268,405323.35,406829.73,812153.08
316300,202505,90,70,20,106263.74,30360.24,136623.98
316310,202505,25,17,8,25806,12144,37950
316320,202505,81,37,44,56167.37,66792,122959.37
316330,202505,220,162,58,245919,88044.1,333963.1
316340,202505,179,123,56,186716.31,85009.62,271725.93
316350,202505,219,157,62,238327.8,94116.51,332444.31
316360,202505,45,30,15,45540,22770,68310
316370,202505,1680,893,787,1358654.84,1194672.71,2553327.55
316380,202505,176,145,31,223153.07,47060.14,270213.21
316390,202505,109,80,29,122960.54,44022,166982.54
316400,202505,230,173,57,262622.24,86527.89,349150.13
316410,202505,413,305,108,464511.24,163944.2,628455.44
316420,202505,250,180,70,273252.28,106262.6,379514.88
316430,202505,199,113,86,173055.94,133586.45,306642.39
316440,202505,99,54,45,81973.92,68310.82,150284.74
316443,202505,46,38,8,57684.9,12144,69828.9
316447,202505,68,63,5,95637.89,7590,103227.89
316450,202505,313,252,61,382540.25,92598.5,475138.75
316460,202505,68,31,37,47060.35,56166.74,103227.09
316470,202505,2189,1641,548,2495657.91,834903.29,3330561.20
316480,202505,8,6,2,9108,3036,12144
316490,202505,26,8,18,12144,28842,40986
316500,202505,190,122,68,185197.79,103226.04,288423.83
316510,202505,172,139,33,212524.72,50094.5,262619.22
316520,202505,137,78,59,118408.87,91081.19,209490.06
316530,202505,217,146,71,221637.5,109298.35,330935.85
316540,202505,152,87,65,132068.81,98670,230738.81
316550,202505,270,185,85,280835.32,129030,409865.32
316553,202505,707,391,316,593575.71,481213.5,1074789.21
316555,202505,146,131,15,199414.6,22770,222184.6
316556,202505,22,16,6,24288.52,9108,33396.52
316557,202505,86,63,23,95634.86,34914,130548.86
316560,202505,83,62,21,94119.28,31878,125997.28
316570,202505,251,234,17,355221.46,25806,381027.46
316580,202505,24,17,7,25806,10626,36432
316590,202505,84,71,13,107781.32,19734.42,127515.74
316600,202505,195,167,28,253509.59,42504,296013.59
316610,202505,76,57,19,86526.3,28842,115368.3
316620,202505,190,137,53,207966.9,80455.01,288421.91
316630,202505,101,85,16,129031.9,24288.73,153320.63
316640,202505,36,23,13,34914,19734,54648
316650,202505,57,51,6,77419.26,9108,86527.26
316660,202505,1,1,0,1518,,1518.0
316670,202505,485,192,293,292977.25,444775.84,737753.09
316680,202505,208,156,52,236815.57,78937.13,315752.70
316690,202505,161,106,55,160908.8,83490,244398.8
316695,202505,70,54,16,81972.56,24288.43,106260.99
316700,202505,48,37,11,56166.89,16698.99,72865.88
316710,202505,963,728,235,1105123.33,356733.57,1461856.90
316720,202505,6697,3308,3389,5029347.93,5156666.46,10186014.39
316730,202505,22,21,1,31879.62,1518.61,33398.23
316740,202505,190,132,58,201898.32,88044,289942.32
316750,202505,29,16,13,24289.46,19734,44023.46
316760,202505,426,341,85,517651.03,129030.63,646681.66
316770,202505,93,77,16,116892.41,24290.02,141182.43
316780,202505,67,44,23,66793.11,34914,101707.11
316790,202505,68,55,13,83495.27,19734.4,103229.67
316800,202505,2086,1266,820,1923369.69,1246302.72,3169672.41
316805,202505,58,37,21,56168.24,31879.73,88047.97
316810,202505,76,43,33,65275.52,50094.39,115369.91
316820,202505,38,24,14,36433.36,21252,57685.36
316830,202505,122,61,61,92600.44,92598,185198.44
316840,202505,596,420,176,637569.06,268689.59,906258.65
316850,202505,380,286,94,434155.29,142692.18,576847.47
316860,202505,8069,4050,4019,6167788.57,6113013.8,12280802.37
316870,202505,2267,1516,751,2310531.47,1143066.12,3453597.59
316880,202505,196,112,84,170023.3,127513.44,297536.74
316890,202505,272,184,88,279316.31,133585.23,412901.54
316900,202505,508,362,146,549555.44,221636.65,771192.09
316905,202505,29,15,14,22770.59,21252,44022.59
316910,202505,112,56,56,85011.41,85008.39,170019.80
316920,202505,188,146,42,221635.77,63756.6,285392.37
316930,202505,2413,1287,1126,1956749.39,1713822.72,3670572.11
316935,202505,1183,727,456,1103621.39,695252.44,1798873.83
316940,202505,1303,776,527,1179516.07,803022.53,1982538.60
316950,202505,264,154,110,233780.34,170018.16,403798.50
316960,202505,1236,719,517,1094533.5,790892.11,1885425.61
316970,202505,784,645,139,979149.36,211005.5,1190154.86
316980,202505,104,60,44,91080.6,66792,157872.6
316990,202505,2965,2140,825,3257737.45,1253872.11,4511609.56
317000,202505,416,325,91,493378.86,138143.74,631522.60
317005,202505,272,193,79,292982.48,119922,412904.48
317010,202505,8785,5350,3435,8132162.95,5229599.73,13361762.68
317020,202505,18694,8938,9756,13589760.87,14864391.34,28454152.21
317030,202505,122,69,53,104742.29,80454,185196.29
317040,202505,3918,2779,1139,4226242.68,1733568.77,5959811.45
317043,202505,76,60,16,91085.24,24288.75,115373.99
317047,202505,51,37,14,56168.39,21252,77420.39
317050,202505,218,179,39,273255.88,59202.4,332458.28
317052,202505,230,199,31,302088.19,47058,349146.19
317057,202505,243,187,56,283871.29,85008.99,368880.28
317060,202505,55,34,21,51614.21,31878.4,83492.61
317065,202505,67,54,13,81972.86,19734,101706.86
317070,202505,2411,1199,1212,1823182.2,1845891.87,3669074.07
317075,202505,126,74,52,112336.59,78936,191272.59
317080,202505,1161,614,547,933618.07,831866.72,1765484.79
317090,202505,860,670,190,1018612.12,288430.58,1307042.70
317100,202505,551,412,139,626945.65,212521.32,839466.97
317103,202505,161,136,25,207976.15,37950.6,245926.75
317107,202505,76,56,20,85009.48,30360,115369.48
317110,202505,92,62,30,94124.19,45540.87,139665.06
317115,202505,82,74,8,112334.43,12144,124478.43
317120,202505,2693,1463,1230,2223959.99,1874741.27,4098701.26
317130,202505,2669,1936,733,2941942.82,1114213.91,4056156.73
317140,202505,40,34,6,51612.3,9108.39,60720.69
317150,202505,327,199,128,302088.36,194304.37,496392.73
317160,202505,422,320,102,485768.28,154836.92,640605.20
317170,202505,284,181,103,274329.87,156355,430684.87
317180,202505,474,326,148,494876.28,224664.92,719541.20
317190,202505,249,185,64,282350.78,97152,379502.78
317200,202505,1250,927,323,1407270.92,493357.89,1900628.81
317210,202505,196,103,93,156361.4,142692.21,299053.61
317220,202505,26,16,10,24288.76,15180.3,39469.06
320010,202505,682,500,182,759042.58,276290.17,1035332.75
320013,202505,189,135,54,204938.05,81975.62,286913.67
320016,202505,342,222,120,337003.62,182161,519164.62
320020,202505,943,625,318,951847.28,484267.39,1436114.67
320030,202505,248,171,77,259587.75,118406.27,377994.02
320035,202505,180,126,54,191269.42,81973.35,273242.77
320040,202505,615,307,308,466052.42,469068.53,935120.95
320050,202505,192,132,60,200394.73,91082.72,291477.45
320060,202505,2705,1402,1303,2131414.08,1984074.04,4115488.12
320070,202505,161,113,48,171540.51,72864,244404.51
320080,202505,1086,640,446,971563.08,678554.11,1650117.19
320090,202505,1622,1064,558,1616732.95,848586.11,2465319.06
320100,202505,462,280,182,425072.35,276288.24,701360.59
320110,202505,213,141,72,214062.4,109297.7,323360.1
